runbreak
2023-09-27_07:01:26,27.8,29.8,75.0,48.0,74.0,74.0,48.0,67.0,45.0,36.9,36.9,49.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,59.0,20.0,100.0,100.0,57.1,50.0,0.0,62.0,59.1,1.3
Time taken: 47.77762484550476 seconds
runbreak
2023-09-27_07:02:14,27.8,29.8,77.0,49.0,46.0,77.0,77.0,47.0,51.0,36.9,36.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,46.2,16.7,0.0,100.0,100.0,14.3,71.4,66.6,64.0,1.5
Time taken: 45.96437692642212 seconds
runbreak
2023-09-27_07:03:00,27.8,29.8,79.0,79.0,58.0,48.0,50.0,74.0,48.0,36.9,36.9,48.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,47.4,100.0,16.7,0.0,66.7,100.0,0.0,73.9,65.4,1.4
Time taken: 46.36084866523743 seconds
runbreak
2023-09-27_07:03:47,27.8,29.8,81.0,80.0,45.0,81.0,46.0,51.0,47.0,36.9,36.9,49.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,47.2,100.0,0.0,100.0,0.0,62.5,14.3,73.6,66.6,1.3
Time taken: 46.1797091960907 seconds
runbreak
2023-09-27_07:04:33,27.8,29.8,77.0,48.0,46.0,49.0,51.0,75.0,76.0,36.9,36.9,48.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,47.4,0.0,0.0,0.0,62.5,100.0,100.0,63.7,59.5,1.2
Time taken: 46.98245716094971 seconds
runbreak
2023-09-27_07:05:20,27.8,29.8,79.0,79.0,46.0,50.0,47.0,47.0,76.0,35.9,35.9,46.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,44.4,100.0,16.7,60.0,16.7,0.0,100.0,66.5,62.4,1.2
Time taken: 46.581753969192505 seconds
runbreak
2023-09-27_07:06:07,27.8,29.8,79.0,79.0,48.0,47.0,46.0,74.0,47.0,35.9,35.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,44.7,100.0,33.3,16.7,0.0,100.0,14.3,64.1,60.2,1.2
Time taken: 45.543758392333984 seconds
runbreak
2023-09-27_07:06:52,27.8,29.8,76.0,53.0,47.0,48.0,76.0,75.0,48.0,35.9,35.9,46.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,43.2,50.0,0.0,0.0,100.0,100.0,0.0,72.4,65.4,1.3
Time taken: 46.56003284454346 seconds
runbreak
2023-09-27_07:07:39,27.8,29.8,77.0,47.0,44.0,77.0,47.0,50.0,75.0,35.9,35.9,45.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,46.2,14.3,14.3,100.0,0.0,66.7,100.0,70.4,64.0,1.2
Time taken: 49.00879955291748 seconds
runbreak
2023-09-27_07:08:28,27.8,29.8,81.0,81.0,50.0,80.0,48.0,46.0,46.0,34.9,34.9,45.9,4.6,4.8,4.8,4.8,4.8,3.7,4.8,43.2,100.0,60.0,100.0,0.0,0.0,0.0,66.6,59.5,1.2
Time taken: 45.80323028564453 seconds
