runbreak
2023-09-27_06:55:57,27.8,29.8,76.0,76.0,73.0,75.0,74.0,55.0,49.0,36.9,36.9,50.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,87.2,100.0,100.0,100.0,100.0,50.0,71.4,117.4,114.7,1.6
Time taken: 24.722493648529053 seconds
runbreak
2023-09-27_06:56:22,27.8,29.8,84.0,58.0,81.0,84.0,82.0,78.0,55.0,36.9,36.9,50.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,82.5,57.1,100.0,100.0,100.0,100.0,42.9,102.4,100.5,1.2
Time taken: 24.836562871932983 seconds
runbreak
2023-09-27_06:56:46,27.8,29.8,87.0,87.0,54.0,87.0,52.0,80.0,79.0,36.9,36.9,49.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,76.9,100.0,66.7,100.0,0.0,100.0,100.0,104.9,101.7,1.2
Time taken: 24.853687524795532 seconds
runbreak
2023-09-27_06:57:11,27.8,29.8,83.0,59.0,81.0,84.0,55.0,80.0,81.0,36.9,36.9,48.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,81.6,57.1,100.0,100.0,33.3,100.0,100.0,107.7,104.2,1.2
Time taken: 25.092610836029053 seconds
runbreak
2023-09-27_06:57:37,27.8,29.8,86.0,85.0,51.0,86.0,82.0,55.0,82.0,36.9,36.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,76.3,66.7,50.0,100.0,100.0,66.7,100.0,107.1,101.9,1.3
Time taken: 25.077847719192505 seconds
runbreak
2023-09-27_06:58:02,27.8,29.8,85.0,55.0,80.0,85.0,56.0,80.0,80.0,36.9,36.9,48.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,76.9,33.3,100.0,100.0,57.1,100.0,83.3,105.3,101.5,1.2
Time taken: 24.826125621795654 seconds
runbreak
2023-09-27_06:58:27,27.8,29.8,85.0,85.0,60.0,55.0,83.0,77.0,80.0,36.9,36.9,48.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,80.0,100.0,40.0,20.0,100.0,83.3,100.0,104.3,103.4,1.2
Time taken: 24.709266662597656 seconds
runbreak
2023-09-27_06:58:52,27.8,29.8,85.0,85.0,52.0,85.0,55.0,79.0,80.0,36.9,36.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,82.1,100.0,0.0,100.0,62.5,100.0,100.0,103.1,102.5,1.3
Time taken: 25.991430282592773 seconds
runbreak
2023-09-27_06:59:18,27.8,29.8,85.0,85.0,55.0,84.0,83.0,51.0,81.0,36.9,36.9,49.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,80.0,83.3,75.0,100.0,100.0,0.0,100.0,104.8,103.7,1.5
Time taken: 24.66349172592163 seconds
runbreak
2023-09-27_06:59:42,27.8,29.8,85.0,60.0,83.0,85.0,84.0,52.0,81.0,36.9,36.9,49.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,77.8,50.0,100.0,100.0,100.0,14.3,100.0,106.8,102.6,1.2
Time taken: 24.86082887649536 seconds
