1694539140.5669303,56.52
1694539184.4003952,56.9
1694539190.7309544,57.19
1694539205.2349494,57.58
1694539215.4701867,57.0
1694539230.3199935,57.69
1694539236.9668071,57.1
1694539243.818834,58.16
1694539253.282875,57.4
1694539259.7160873,57.69
1694539420.4815016,55.65
1694539426.643678,56.13
1694539432.697175,55.64
1694539438.294167,56.32
1694539444.7137003,56.14
