Time,"Temp:Acpitz,0","Temp:Acpitz,1","Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Composite,0","Temp:Sensor1,0","Temp:Sensor2,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,"Power:package-0,0","Power:core,0","Power:dram,0"
2023-09-14_16:43:47,27.8,29.8,63.0,63.0,59.0,63.0,60.0,57.0,58.0,33.9,33.9,45.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,95.2,96.5,90.8,96.0,96.5,95.5,96.5,87.5,84.5,4.4
2023-09-14_16:43:49,27.8,29.8,63.0,63.0,58.0,62.0,60.0,57.0,58.0,33.9,33.9,45.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,97.9,98.0,97.0,98.0,98.0,97.5,98.5,81.6,78.0,4.8
2023-09-14_16:43:51,27.8,29.8,43.0,41.0,39.0,40.0,39.0,40.0,40.0,33.9,33.9,46.9,4.1,4.8,2.7,4.8,2.6,4.8,4.7,72.0,67.2,68.8,67.8,95.6,66.0,67.5,71.0,66.6,3.8
run6
2023-09-14_16:45:09,27.8,29.8,63.0,43.0,40.0,43.0,63.0,42.0,40.0,34.9,34.9,46.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,58.3,44.4,37.5,44.4,100.0,75.0,50.0,102.2,96.0,1.4
2023-09-14_16:45:11,27.8,29.8,60.0,60.0,37.0,37.0,35.0,36.0,35.0,34.9,34.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,19.3,96.6,2.5,4.8,3.4,2.9,4.3,28.8,26.2,1.7
2023-09-14_16:45:13,27.8,29.8,75.0,65.0,61.0,75.0,62.0,60.0,59.0,34.9,34.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,26.6,98.5,13.7,13.7,11.8,11.4,12.3,36.9,34.5,2.0
2023-09-14_16:45:15,27.8,29.8,61.0,61.0,57.0,61.0,59.0,57.0,57.0,34.9,34.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,97.3,97.1,96.6,98.1,97.6,96.6,97.5,85.1,82.0,4.6
2023-09-14_16:45:17,27.8,29.8,65.0,65.0,61.0,64.0,62.0,61.0,61.0,34.9,34.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,98.5,98.5,99.0,99.0,97.1,99.0,98.5,80.5,77.4,4.5
2023-09-14_16:45:19,27.8,29.8,61.0,61.0,57.0,61.0,58.0,56.0,56.0,34.9,34.9,45.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,95.3,95.6,96.1,96.1,91.7,96.1,95.6,82.5,79.5,4.5
2023-09-14_16:45:21,27.8,29.8,63.0,63.0,59.0,63.0,60.0,58.0,58.0,34.9,34.9,45.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,97.9,96.5,98.5,98.0,98.5,98.0,98.0,78.8,75.7,4.9
