Time,"Temp:Acpitz,0","Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Iwlwifi_1,0","Temp:Pch_Skylake,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Fan:cpu_fan,Fan:gpu_fan
2023-11-14_23:15:30,82.0,83.0,83.0,76.0,79.0,71.0,27.0,37.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,75.6,100.0,100.0,100.0,100.0,0.5,100.0,3.5,100.0,5100,0
2023-11-14_23:15:32,83.0,83.0,83.0,77.0,80.0,72.0,27.0,37.0,3400.1,3400.0,3400.0,3399.9,3400.0,3400.0,3400.0,3400.0,3400.0,75.5,70.5,100.0,64.3,100.0,30.9,100.0,38.3,100.0,5200,0
2023-11-14_23:15:34,84.0,85.0,85.0,78.0,82.0,73.0,27.0,37.0,3400.2,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3399.9,3400.0,75.5,2.5,100.0,69.8,100.0,100.0,100.0,31.6,100.0,5300,0
Time taken: 37.91572594642639 seconds 3

2023-11-14_23:49:20,49.0,62.0,62.0,56.0,59.0,52.0,27.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,92.2,100.0,100.0,100.0,37.7,100.0,100.0,100.0,100.0,2700,0
2023-11-14_23:49:22,68.0,68.0,68.0,62.0,66.0,58.0,27.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,88.1,23.3,100.0,92.4,88.7,100.0,100.0,100.0,100.0,2900,0
2023-11-14_23:49:24,70.0,70.0,70.0,64.0,68.0,60.0,27.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.8,100.0,100.0,100.0,70.7,100.0,100.0,100.0,31.9,3000,0
2023-11-14_23:49:26,71.0,72.0,72.0,65.0,69.0,61.0,27.0,36.5,3400.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.9,88.1,100.0,100.0,100.0,82.9,100.0,100.0,100.0,21.5,3200,0
2023-11-14_23:49:28,72.0,73.0,73.0,67.0,70.0,63.0,27.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.8,100.0,100.0,85.8,94.1,100.0,100.0,51.2,71.8,3500,0
2023-11-14_23:49:31,73.0,74.0,74.0,68.0,71.0,64.0,27.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,88.0,100.0,100.0,60.0,83.6,100.0,100.0,60.0,100.0,3600,0
2023-11-14_23:49:33,74.0,76.0,76.0,68.0,72.0,64.0,27.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.9,100.0,100.0,100.0,14.1,100.0,100.0,100.0,89.3,3800,0
2023-11-14_23:49:35,76.0,76.0,76.0,69.0,74.0,66.0,28.0,36.5,3399.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3399.6,3400.0,85.8,100.0,100.0,100.0,14.6,100.0,100.0,72.2,100.0,3900,0
2023-11-14_23:49:37,76.0,78.0,78.0,71.0,75.0,67.0,27.0,36.5,3400.0,3400.0,3400.0,3399.6,3400.1,3400.0,3400.0,3400.0,3400.0,75.6,100.0,100.0,59.3,3.3,100.0,100.0,41.9,100.0,4000,0
Time taken: 37.2826452255249 seconds 4
2023-11-14_23:50:22,52.0,75.0,75.0,68.0,71.0,64.0,26.0,36.5,3399.9,3400.0,3399.4,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,90.8,100.0,46.3,100.0,100.0,100.0,100.0,100.0,80.0,4600,0
2023-11-14_23:50:24,79.0,80.0,80.0,73.0,77.0,69.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.9,100.0,98.2,100.0,78.3,100.0,39.8,100.0,87.4,4600,0
2023-11-14_23:50:26,80.0,81.0,81.0,75.0,78.0,69.0,26.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.9,100.0,96.7,100.0,100.0,100.0,6.7,100.0,100.0,4700,0
2023-11-14_23:50:28,81.0,82.0,82.0,75.0,79.0,71.0,27.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.8,100.0,100.0,100.0,66.5,100.0,39.0,100.0,97.0,4800,0
2023-11-14_23:50:30,82.0,83.0,83.0,76.0,80.0,71.0,26.0,36.0,3400.3,3400.0,3400.0,3400.0,3400.0,3400.0,3402.5,3400.0,3400.0,87.9,100.0,100.0,100.0,65.3,100.0,37.3,100.0,100.0,4900,0
2023-11-14_23:50:32,83.0,84.0,84.0,77.0,81.0,73.0,26.0,36.0,3400.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.4,3400.0,3400.0,87.9,100.0,100.0,100.0,98.5,100.0,4.4,100.0,100.0,5000,0
2023-11-14_23:50:34,84.0,85.0,85.0,77.0,82.0,73.0,26.0,36.0,3400.1,3400.0,3400.0,3400.0,3400.5,3400.0,3400.0,3400.0,3400.0,88.1,100.0,100.0,100.0,99.0,100.0,3.5,100.0,100.0,5100,0
2023-11-14_23:50:36,85.0,85.0,85.0,78.0,82.0,74.0,26.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,84.9,100.0,100.0,100.0,98.6,100.0,77.2,100.0,3.3,5100,0
2023-11-14_23:50:38,85.0,86.0,86.0,79.0,83.0,75.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,75.6,100.0,100.0,100.0,100.0,100.0,2.4,100.0,2.0,5200,0
Time taken: 37.42896294593811 seconds 5
2023-11-14_23:51:22,63.0,80.0,80.0,73.0,77.0,69.0,26.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,90.7,100.0,100.0,100.0,25.8,100.0,100.0,100.0,100.0,5800,0
2023-11-14_23:51:24,83.0,84.0,84.0,77.0,80.0,72.0,26.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.9,58.0,100.0,100.0,45.1,100.0,100.0,100.0,100.0,5800,0
2023-11-14_23:51:26,84.0,85.0,85.0,77.0,81.0,73.0,26.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.9,46.3,100.0,100.0,100.0,56.1,100.0,100.0,100.0,5800,0
2023-11-14_23:51:28,85.0,85.0,85.0,78.0,82.0,74.0,26.0,35.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.9,67.0,100.0,100.0,100.0,36.5,100.0,100.0,100.0,5700,0
2023-11-14_23:51:31,85.0,87.0,87.0,79.0,83.0,75.0,27.0,36.0,3400.0,3400.1,3399.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,84.8,17.2,77.1,100.0,100.0,83.1,100.0,100.0,100.0,5800,0
2023-11-14_23:51:33,86.0,87.0,87.0,79.0,84.0,75.0,28.0,36.0,3399.9,3399.5,3399.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,75.5,2.5,1.5,100.0,100.0,100.0,100.0,100.0,100.0,5800,0
2023-11-14_23:51:35,87.0,87.0,87.0,81.0,84.0,76.0,26.0,36.0,3400.2,3400.0,3400.0,3400.0,3400.0,3401.7,3400.0,3400.0,3400.0,75.6,23.4,1.5,100.0,100.0,79.0,100.0,100.0,100.0,5900,0
2023-11-14_23:51:37,88.0,89.0,89.0,81.0,85.0,77.0,26.0,36.0,3399.9,3400.0,3399.4,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,75.5,100.0,2.8,100.0,100.0,1.9,100.0,100.0,100.0,6000,0
2023-11-14_23:51:39,88.0,89.0,89.0,82.0,85.0,77.0,26.0,36.0,3400.0,3400.0,3400.4,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,75.6,80.1,2.4,100.0,100.0,21.6,100.0,100.0,100.0,6000,0
Time taken: 37.60841488838196 seconds 6
2023-11-14_23:53:26,46.0,70.0,70.0,64.0,68.0,60.0,26.0,36.0,3400.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,91.0,28.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4700,0
2023-11-14_23:53:28,76.0,77.0,77.0,70.0,73.0,66.0,26.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,88.0,61.3,100.0,100.0,100.0,42.9,100.0,100.0,100.0,4600,0
2023-11-14_23:53:31,77.0,79.0,78.0,71.0,74.0,67.0,26.0,36.0,3400.0,3399.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.9,75.5,100.0,100.0,100.0,100.0,100.0,100.0,27.9,4700,0
2023-11-14_23:53:33,78.0,80.0,80.0,72.0,76.0,68.0,26.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.9,86.2,100.0,100.0,100.0,100.0,100.0,100.0,17.0,4700,0
2023-11-14_23:53:35,79.0,81.0,81.0,74.0,77.0,69.0,26.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.9,93.1,100.0,100.0,100.0,95.1,100.0,100.0,14.4,4800,0
2023-11-14_23:53:37,81.0,81.0,81.0,75.0,78.0,70.0,26.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,88.0,4.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4900,0
2023-11-14_23:53:39,81.0,83.0,83.0,76.0,79.0,71.0,26.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.9,41.5,100.0,100.0,100.0,98.6,100.0,100.0,62.7,5000,0
2023-11-14_23:53:41,82.0,84.0,84.0,76.0,80.0,72.0,26.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,86.8,44.2,100.0,100.0,100.0,100.0,100.0,100.0,50.0,5100,0
2023-11-14_23:53:43,84.0,84.0,84.0,77.0,81.0,72.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,75.6,21.8,100.0,100.0,100.0,81.1,100.0,100.0,2.0,5100,0
Time taken: 36.42954444885254 seconds 7
2023-11-14_23:54:54,49.0,75.0,75.0,68.0,73.0,64.0,26.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,92.3,100.0,100.0,100.0,100.0,100.0,100.0,35.0,100.0,5000,0
2023-11-14_23:54:56,78.0,80.0,80.0,73.0,78.0,69.0,26.0,36.0,3400.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,88.0,100.0,100.0,93.8,100.0,100.0,100.0,9.9,100.0,5000,0
2023-11-14_23:54:58,80.0,81.0,81.0,75.0,79.0,70.0,26.0,36.0,3400.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.9,100.0,100.0,100.0,100.0,100.0,100.0,3.4,100.0,5000,0
2023-11-14_23:55:00,81.0,82.0,82.0,75.0,78.0,70.0,26.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.9,100.0,100.0,93.1,100.0,100.0,100.0,9.8,100.0,5100,0
2023-11-14_23:55:02,82.0,83.0,83.0,76.0,80.0,71.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,88.0,100.0,100.0,98.0,100.0,100.0,100.0,5.4,100.0,5100,0
2023-11-14_23:55:05,83.0,84.0,84.0,77.0,81.0,72.0,26.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.9,100.0,100.0,75.5,100.0,100.0,100.0,27.1,100.0,5200,0
2023-11-14_23:55:07,84.0,85.0,85.0,78.0,82.0,73.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,88.0,100.0,100.0,90.7,100.0,100.0,100.0,13.1,100.0,5200,0
2023-11-14_23:55:09,85.0,86.0,86.0,80.0,84.0,74.0,26.0,36.0,3400.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.6,3400.0,3400.0,85.5,100.0,100.0,100.0,100.0,100.0,81.0,3.4,100.0,5400,0
2023-11-14_23:55:11,86.0,87.0,87.0,81.0,84.0,75.0,26.0,36.5,3400.0,3400.0,3399.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,75.4,100.0,7.8,100.0,100.0,100.0,92.7,2.5,100.0,5600,0
Time taken: 37.656559228897095 seconds 8
2023-11-14_23:57:08,57.0,71.0,71.0,64.0,68.0,59.0,26.0,36.5,3399.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,92.1,100.0,48.8,89.7,100.0,100.0,100.0,100.0,100.0,4300,0
2023-11-14_23:57:10,76.0,77.0,77.0,71.0,74.0,66.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,88.0,100.0,100.0,20.7,100.0,100.0,100.0,83.3,100.0,4300,0
2023-11-14_23:57:12,78.0,78.0,78.0,72.0,77.0,67.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,88.0,100.0,100.0,39.1,100.0,100.0,100.0,64.4,100.0,4300,0
2023-11-14_23:57:14,79.0,80.0,80.0,73.0,78.0,68.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.9,100.0,100.0,100.0,100.0,100.0,100.0,3.4,100.0,4500,0
2023-11-14_23:57:16,80.0,81.0,81.0,74.0,78.0,69.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,88.0,100.0,100.0,90.7,100.0,100.0,100.0,13.7,100.0,4700,0
2023-11-14_23:57:18,81.0,82.0,82.0,75.0,79.0,70.0,26.0,36.5,3400.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,88.0,100.0,100.0,100.0,100.0,100.0,100.0,3.3,100.0,4800,0
2023-11-14_23:57:20,82.0,82.0,82.0,76.0,80.0,71.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,88.0,100.0,100.0,100.0,100.0,100.0,100.0,3.4,100.0,4900,0
2023-11-14_23:57:22,83.0,85.0,85.0,77.0,80.0,72.0,26.0,36.5,3400.1,3401.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,85.3,79.1,100.0,100.0,100.0,100.0,100.0,3.9,100.0,5000,0
2023-11-14_23:57:24,84.0,86.0,85.0,77.0,82.0,73.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3399.8,3400.0,3400.0,3400.0,75.4,64.5,100.0,100.0,100.0,35.8,100.0,2.8,100.0,5100,0
Time taken: 37.56666707992554 seconds 9

2023-11-15_00:27:34,38.0,62.0,62.0,57.0,59.0,52.0,27.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,90.8,100.0,100.0,79.3,100.0,84.7,100.0,60.3,100.0,2800,0
2023-11-15_00:27:36,67.0,68.0,68.0,61.0,66.0,58.0,27.0,35.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.9,100.0,100.0,100.0,100.0,66.0,100.0,37.0,100.0,2900,0
2023-11-15_00:27:38,69.0,70.0,70.0,64.0,67.0,59.0,27.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.9,100.0,100.0,99.0,100.0,100.0,100.0,3.4,100.0,3000,0
2023-11-15_00:27:40,71.0,72.0,72.0,65.0,69.0,60.0,27.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,87.8,100.0,100.0,69.6,100.0,45.6,100.0,87.3,100.0,3100,0
2023-11-15_00:27:42,72.0,73.0,73.0,66.0,70.0,61.0,27.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,88.0,98.0,100.0,99.0,100.0,88.3,100.0,18.3,100.0,3500,0
2023-11-15_00:27:44,74.0,74.0,74.0,67.0,70.0,63.0,27.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3399.8,3400.0,3400.0,76.8,74.0,88.3,100.0,100.0,27.5,25.0,100.0,100.0,3600,0
2023-11-15_00:27:46,75.0,76.0,76.0,68.0,71.0,65.0,27.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3399.9,3400.0,3400.0,75.6,15.6,47.5,100.0,100.0,87.3,53.7,100.0,100.0,3800,0
2023-11-15_00:27:48,76.0,77.0,77.0,70.0,72.0,65.0,27.0,36.0,3399.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.2,3400.0,3400.0,75.5,2.3,100.0,100.0,100.0,100.0,1.4,100.0,100.0,3900,0
2023-11-15_00:27:50,77.0,78.0,78.0,71.0,73.0,66.0,27.0,36.0,3400.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,75.7,2.5,100.0,100.0,100.0,100.0,2.5,100.0,100.0,4000,0
Time taken: 36.48405909538269 seconds
