Time,"Temp:Acpitz,0","Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Iwlwifi_1,0","Temp:Pch_Skylake,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Fan:cpu_fan,Fan:gpu_fan
Time taken: 76.46735048294067 seconds
2023-11-14_21:17:28,66.0,74.0,74.0,67.0,53.0,52.0,28.0,38.0,3243.6,2800.0,3587.4,3424.8,2800.0,3587.4,2800.0,3485.5,3463.3,27.7,3.2,100.0,3.1,1.6,100.0,0.0,17.2,1.6,4900,0
2023-11-14_21:17:30,76.0,76.0,76.0,70.0,55.0,54.0,28.0,38.0,3403.1,3554.6,3554.6,3433.5,3444.9,2800.0,3523.4,3477.9,3436.0,25.5,76.3,100.0,0.0,0.4,23.8,0.4,1.7,0.0,4900,0
2023-11-14_21:17:32,77.0,77.0,77.0,71.0,56.0,55.0,28.0,38.0,3392.0,3531.2,3531.1,3461.0,3457.1,2800.0,3444.7,3488.9,3421.7,25.5,97.0,100.0,1.0,0.5,3.5,0.5,0.5,0.5,4900,0
2023-11-14_21:17:34,77.0,78.0,78.0,71.0,56.0,56.0,28.0,38.0,3414.2,3563.8,3563.8,3473.7,3474.1,3476.1,2800.0,3478.2,3483.6,25.6,100.0,100.0,0.0,0.0,0.5,0.5,1.9,1.0,4900,0
2023-11-14_21:17:36,77.0,77.0,77.0,72.0,57.0,57.0,28.0,38.0,3490.5,3588.4,3588.4,3400.9,3399.8,3531.1,3531.5,3473.4,3410.8,25.5,100.0,100.0,0.0,0.5,0.9,1.4,1.9,0.5,4900,0
2023-11-14_21:17:38,78.0,78.0,78.0,73.0,58.0,58.0,28.0,38.0,3429.4,3598.0,3598.0,3447.9,3400.9,3563.8,3526.0,3500.7,2800.0,25.4,100.0,99.5,0.0,1.9,0.0,1.0,0.0,0.0,5000,0
2023-11-14_21:17:40,78.0,78.0,78.0,73.0,59.0,58.0,28.0,38.0,3390.7,3498.2,3498.2,3486.4,3400.6,2800.0,3494.0,3473.6,3474.4,25.5,100.0,100.0,0.0,2.9,0.5,0.5,0.0,0.5,5000,0
2023-11-14_21:17:42,79.0,79.0,79.0,74.0,58.0,58.0,28.0,38.0,3510.2,3568.0,3568.0,3448.3,3491.0,3565.6,3520.2,3405.1,3473.5,25.4,100.0,100.0,0.5,1.0,0.0,0.5,0.0,0.5,5100,0
2023-11-14_21:17:44,79.0,80.0,80.0,75.0,59.0,59.0,28.0,38.0,3277.6,3597.6,3543.5,2800.0,2800.0,3582.0,3597.7,3500.2,2800.0,25.5,100.0,88.9,0.0,1.4,0.0,12.4,1.4,0.0,5100,0
2023-11-14_21:17:46,79.0,79.0,79.0,75.0,59.0,60.0,28.0,38.0,3338.6,3568.5,3568.5,2800.0,3499.1,3533.9,2800.0,3447.6,3491.3,25.3,100.0,64.2,0.0,1.0,0.5,36.0,0.5,0.0,5200,0
Time taken: 76.16153645515442 seconds
2023-11-14_22:11:34,37.0,60.0,60.0,38.0,39.0,49.0,26.0,34.0,3466.3,3445.0,3441.6,3421.0,3541.6,3541.9,3456.4,3423.9,3459.2,29.1,0.0,2.3,20.5,6.8,100.0,0.0,0.0,97.7,2700,0
2023-11-14_22:11:36,59.0,60.0,44.0,41.0,60.0,52.0,26.0,34.0,3327.5,3469.7,3421.9,3548.6,2800.0,3483.1,2800.0,3548.2,3548.2,25.5,1.4,0.5,1.4,3.2,14.5,0.5,86.0,97.3,2700,0
2023-11-14_22:11:38,60.0,61.0,42.0,42.0,60.0,52.0,26.0,34.0,3257.1,3401.2,2800.0,3588.3,3592.8,2800.0,3481.5,3592.8,2800.0,25.4,0.0,0.0,0.5,33.5,1.4,0.0,100.0,66.8,2700,0
2023-11-14_22:11:40,61.0,62.0,43.0,43.0,62.0,53.0,26.0,34.0,3479.1,3401.8,3419.5,3498.2,3416.0,3418.9,3487.4,3595.4,3595.4,25.5,0.0,0.5,0.5,61.5,1.5,0.0,100.0,38.5,2800,0
2023-11-14_22:11:42,62.0,63.0,46.0,43.0,63.0,54.0,26.0,34.0,3469.8,3463.0,3401.1,3534.9,2800.0,3494.0,3399.6,3421.5,3534.9,25.5,0.0,0.5,75.9,0.5,2.0,1.0,24.4,100.0,2900,0
2023-11-14_22:11:45,62.0,64.0,44.0,44.0,64.0,55.0,26.0,34.0,3329.7,3479.9,3447.5,3573.9,2800.0,3478.5,3484.0,2800.0,3573.9,25.5,0.5,0.9,100.0,0.0,0.9,0.5,0.5,100.0,3000,0
2023-11-14_22:11:47,63.0,64.0,47.0,45.0,64.0,56.0,26.0,34.0,3318.6,3444.4,3468.4,3552.9,2800.0,3495.0,3434.9,2800.0,3552.9,25.4,0.0,1.0,40.0,0.5,2.0,1.0,59.9,100.0,3100,0
2023-11-14_22:11:49,64.0,65.0,45.0,45.0,65.0,57.0,26.0,34.0,3319.7,3438.4,3403.1,3575.2,3515.5,2800.0,3449.9,2800.0,3575.2,25.5,0.5,1.0,100.0,0.0,1.4,0.5,0.0,100.0,3100,0
2023-11-14_22:11:51,65.0,66.0,46.0,46.0,66.0,58.0,26.0,34.0,3256.0,3472.7,3401.4,3597.2,3579.3,2800.0,2800.0,2800.0,3597.2,25.4,0.5,0.5,100.0,0.0,0.5,0.9,0.5,100.0,3200,0
2023-11-14_22:11:53,66.0,66.0,47.0,47.0,66.0,58.0,26.0,34.0,3422.6,3446.5,3424.1,3496.5,2800.0,3475.3,3484.7,3532.8,3496.5,25.4,0.5,1.5,100.0,0.5,0.0,0.5,0.0,100.0,3300,0
Time taken: 70.1930046081543 seconds
2023-11-14_22:13:10,50.0,71.0,71.0,48.0,68.0,49.0,26.0,34.0,3334.9,3595.4,3485.2,3595.4,3399.8,3583.5,3419.9,2800.0,2800.0,28.7,100.0,9.6,45.1,17.3,1.9,0.0,57.7,1.9,4400,0
2023-11-14_22:13:12,70.0,70.0,51.0,66.0,69.0,52.0,26.0,34.0,3336.5,3424.0,3571.7,3594.0,3421.7,2800.0,3593.9,2800.0,3486.6,25.6,0.0,0.0,100.0,2.1,0.8,100.0,0.0,0.8,4300,0
2023-11-14_22:13:14,70.0,71.0,52.0,67.0,70.0,53.0,26.0,34.0,3331.4,3401.0,3512.8,3592.2,3462.4,2800.0,3592.2,2800.0,3490.5,25.4,0.5,1.5,100.0,1.0,0.0,100.0,0.5,0.5,4400,0
2023-11-14_22:13:16,71.0,70.0,53.0,67.0,69.0,53.0,26.0,34.0,3467.7,3441.4,3521.8,3521.6,3400.1,3497.7,3521.6,3436.0,3401.5,25.5,0.0,0.0,100.0,1.5,1.0,100.0,0.0,0.5,4400,0
2023-11-14_22:13:18,71.0,71.0,52.0,67.0,70.0,53.0,26.0,34.0,3419.5,2800.0,3561.8,3591.3,3490.7,3400.0,3591.2,3469.0,3452.2,25.4,0.5,0.0,100.0,1.5,0.0,100.0,0.0,0.0,4500,0
2023-11-14_22:13:20,72.0,71.0,53.0,68.0,71.0,53.0,26.0,34.5,3408.5,3401.4,3467.5,3592.2,3479.4,3438.5,3592.2,2800.0,3497.1,25.5,0.5,0.5,100.0,1.9,0.5,100.0,0.0,1.9,4500,0
2023-11-14_22:13:22,72.0,72.0,53.0,69.0,72.0,54.0,26.0,34.0,3407.0,3400.7,3515.2,3590.9,3434.8,3474.7,3590.9,2800.0,3448.6,25.5,0.0,0.5,100.0,0.5,1.5,100.0,0.0,1.0,4600,0
2023-11-14_22:13:24,73.0,73.0,53.0,69.0,73.0,54.0,26.0,34.5,3405.7,3467.4,3476.1,3557.3,3442.7,3491.3,3557.2,2800.0,3454.0,25.6,0.5,0.0,100.0,0.5,1.9,100.0,0.0,0.5,4600,0
2023-11-14_22:13:26,73.0,73.0,57.0,69.0,73.0,54.0,26.0,34.0,3414.3,3477.8,3525.4,3545.7,3471.4,3496.9,3545.7,2800.0,3451.5,25.7,1.0,1.0,100.0,1.5,1.5,100.0,0.5,1.5,4700,0
2023-11-14_22:13:29,74.0,74.0,55.0,70.0,74.0,54.0,26.0,34.0,3243.2,3400.7,2800.0,3595.5,3491.2,2800.0,3595.5,3462.8,2800.0,25.4,0.9,0.5,32.9,0.5,1.4,100.0,67.6,0.0,4800,0
Time taken: 70.61255407333374 seconds
2023-11-14_22:14:51,61.0,66.0,50.0,66.0,48.0,61.0,26.0,34.5,3407.1,3423.7,3562.6,3449.4,3562.5,3400.4,2800.0,3489.7,3568.1,27.7,0.0,100.0,13.8,100.0,0.0,1.5,0.0,3.0,4500,0
2023-11-14_22:14:54,69.0,69.0,52.0,69.0,50.0,65.0,26.0,34.5,3355.5,3410.2,3567.9,3432.4,3516.1,2800.0,3516.1,3479.3,3516.4,25.7,0.4,25.1,2.1,100.0,0.4,75.7,1.3,0.8,4500,0
2023-11-14_22:14:56,69.0,70.0,52.0,70.0,51.0,65.0,26.0,34.5,3336.9,3432.4,2800.0,3419.3,3515.9,3498.1,3516.0,2800.0,3521.5,25.4,0.0,0.0,1.9,100.0,0.5,100.0,0.5,0.0,4400,0
2023-11-14_22:14:58,69.0,71.0,53.0,71.0,50.0,66.0,26.0,34.5,3331.4,3474.1,3596.7,3401.2,3580.8,2800.0,2800.0,3401.8,3507.6,25.6,1.5,74.1,1.5,21.5,0.0,26.3,0.5,78.9,4400,0
2023-11-14_22:15:00,70.0,71.0,53.0,71.0,53.0,66.0,26.0,34.5,3310.4,3401.5,3527.5,3481.8,3543.9,2800.0,2800.0,3401.1,3527.4,25.4,0.5,100.0,1.5,0.5,0.0,0.0,0.0,100.0,4400,0
2023-11-14_22:15:02,71.0,72.0,53.0,71.0,52.0,66.0,26.0,34.5,3345.3,3502.5,2800.0,2800.0,3592.3,3411.4,3599.1,3458.0,3599.1,25.5,0.9,16.0,0.9,0.5,0.5,84.4,0.9,100.0,4400,0
2023-11-14_22:15:04,71.0,71.0,55.0,70.0,53.0,67.0,26.0,34.5,3500.7,3499.8,3582.7,3400.4,3511.8,3415.2,3597.6,3400.5,3597.6,25.6,1.0,0.5,2.0,0.5,0.5,100.0,0.5,100.0,4400,0
2023-11-14_22:15:06,72.0,71.0,55.0,72.0,53.0,66.0,26.0,34.5,3492.9,3483.9,3508.1,3400.0,3508.8,3438.1,3571.9,3460.9,3571.9,25.5,1.3,0.0,2.2,0.4,0.0,100.0,0.9,100.0,4400,0
2023-11-14_22:15:08,72.0,72.0,55.0,72.0,54.0,67.0,26.0,34.5,3412.2,3442.8,3591.7,3401.2,3571.5,3432.3,2800.0,3466.5,3591.7,25.6,1.0,21.0,1.0,0.5,0.0,79.5,0.0,100.0,4500,0
2023-11-14_22:15:10,72.0,73.0,55.0,72.0,55.0,68.0,26.0,34.5,3239.7,3400.8,3497.6,3429.1,3471.7,3443.7,2800.0,3407.1,3497.5,25.4,1.0,100.0,2.0,0.0,0.0,0.0,0.0,100.0,4600,0
Time taken: 76.97117495536804 seconds
2023-11-14_22:16:56,47.0,69.0,69.0,65.0,49.0,50.0,26.0,35.0,3310.4,3502.5,3559.4,3495.6,3400.3,3559.4,2800.0,3403.7,2800.0,30.6,0.0,100.0,16.7,3.4,100.0,0.0,0.0,24.1,3800,0
2023-11-14_22:16:58,74.0,75.0,75.0,69.0,54.0,53.0,26.0,35.5,3249.2,3582.3,3582.3,3486.8,3479.6,2800.0,2800.0,2800.0,3462.5,25.5,89.3,100.0,1.8,0.9,10.7,0.0,0.0,0.4,3800,0
2023-11-14_22:17:00,75.0,76.0,76.0,69.0,54.0,53.0,26.0,35.0,3233.2,3597.0,3597.0,3400.7,3399.9,3544.6,2800.0,2800.0,3424.5,25.6,88.4,100.0,1.4,0.5,12.1,0.0,1.4,0.5,3900,0
2023-11-14_22:17:02,76.0,77.0,77.0,71.0,54.0,54.0,26.0,35.5,3407.2,3596.7,3596.7,3473.5,3401.4,3572.3,2800.0,2800.0,3457.1,25.4,100.0,100.0,1.5,0.5,0.5,0.0,0.0,1.0,4000,0
2023-11-14_22:17:04,76.0,77.0,77.0,71.0,56.0,55.0,28.0,35.0,3396.2,3557.8,3557.8,3485.5,3400.8,3488.5,2800.0,3460.3,3419.1,25.4,100.0,100.0,1.0,0.0,0.0,0.5,0.0,0.5,4100,0
2023-11-14_22:17:06,76.0,77.0,77.0,73.0,55.0,55.0,26.0,35.5,3272.5,3593.9,3593.9,3500.8,2800.0,3588.8,2800.0,3495.2,2800.0,25.5,100.0,100.0,1.0,0.5,0.5,0.0,0.0,1.0,4200,0
2023-11-14_22:17:08,77.0,78.0,78.0,72.0,57.0,55.0,26.0,35.5,3495.6,3541.6,3541.6,3494.5,3469.0,3507.5,2800.0,3401.5,3481.4,25.5,100.0,100.0,2.0,0.5,0.0,0.5,0.5,0.5,4300,0
2023-11-14_22:17:10,78.0,78.0,78.0,73.0,57.0,56.0,26.0,35.5,3309.4,3468.4,3533.8,3495.0,3401.1,3533.8,2800.0,2800.0,3443.0,25.4,2.5,41.1,2.5,0.0,98.0,58.9,0.0,0.5,4300,0
2023-11-14_22:17:12,78.0,79.0,78.0,74.0,57.0,56.0,26.0,35.0,3262.7,3569.2,2800.0,2800.0,3500.5,3598.1,3598.1,2800.0,3435.2,25.5,0.5,71.1,1.4,0.9,100.0,29.0,0.5,0.9,4500,0
2023-11-14_22:17:14,78.0,79.0,79.0,73.0,58.0,56.0,26.0,35.5,3320.3,3489.1,3529.1,3491.8,3483.0,3529.1,2800.0,2800.0,3440.4,25.5,68.7,55.2,1.0,0.0,31.3,44.8,0.0,1.0,4700,0
Time taken: 70.63631772994995 seconds
2023-11-14_22:18:59,46.0,61.0,53.0,60.0,61.0,50.0,26.0,35.5,3249.5,3468.1,3499.6,3487.3,3432.9,2800.0,3557.2,3557.2,3470.9,30.6,17.9,3.7,0.0,20.7,0.0,100.0,100.0,0.0,4300,0
2023-11-14_22:19:01,71.0,70.0,52.0,68.0,70.0,53.0,26.0,35.5,3306.7,3458.5,3596.6,3596.5,3399.9,3399.9,2800.0,2800.0,3402.4,25.6,1.9,5.6,80.9,1.4,0.5,94.9,19.2,0.5,4200,0
2023-11-14_22:19:03,71.0,71.0,55.0,67.0,71.0,53.0,26.0,35.5,3390.9,3491.5,3513.9,3513.8,3408.7,3457.7,2800.0,3411.0,3398.2,25.5,0.5,100.0,100.0,1.5,0.5,0.5,0.0,1.0,4200,0
2023-11-14_22:19:05,71.0,71.0,53.0,69.0,71.0,53.0,26.0,35.5,3174.1,3499.8,2800.0,3597.8,2800.0,3497.2,3597.8,2800.0,2800.0,25.4,1.0,71.8,74.0,0.5,0.5,28.0,26.7,0.5,4200,0
2023-11-14_22:19:07,72.0,74.0,54.0,69.0,73.0,54.0,26.0,35.5,3255.1,3482.4,3590.6,2800.0,2800.0,3465.0,3512.5,3590.6,2800.0,25.5,1.9,61.8,89.8,1.5,0.5,39.3,9.8,0.0,4300,0
2023-11-14_22:19:09,74.0,74.0,54.0,70.0,73.0,54.0,26.0,35.5,3407.8,3402.6,3599.3,2800.0,3401.3,3458.2,3595.1,3599.3,3406.9,25.4,0.5,100.0,0.0,1.5,0.5,0.5,100.0,0.5,4400,0
2023-11-14_22:19:11,74.0,75.0,55.0,71.0,74.0,55.0,26.0,35.5,3241.6,3400.5,3578.6,3530.1,3444.7,2800.0,2800.0,3578.6,2800.0,25.5,0.9,16.4,0.5,1.9,0.0,83.6,100.0,0.0,4500,0
2023-11-14_22:19:13,74.0,75.0,55.0,71.0,74.0,56.0,26.0,35.5,3437.2,3500.8,3584.3,3584.3,3464.6,3493.2,3573.1,3497.5,2800.0,25.4,0.5,100.0,5.4,1.5,0.0,0.0,95.1,1.0,4500,0
2023-11-14_22:19:15,75.0,76.0,56.0,71.0,75.0,56.0,26.0,35.5,3241.8,3443.2,2800.0,3580.9,3442.4,2800.0,3580.9,2800.0,3487.2,25.6,1.0,75.6,100.0,1.5,0.5,24.6,0.0,0.0,4600,0
2023-11-14_22:19:18,75.0,76.0,56.0,72.0,76.0,57.0,26.0,35.5,3254.6,3403.1,3529.7,3536.1,3475.8,2800.0,3536.1,2800.0,3481.2,25.5,0.9,0.0,89.8,1.4,0.9,100.0,10.3,1.4,4600,0
Time taken: 71.01569747924805 seconds
2023-11-14_22:21:00,47.0,71.0,71.0,50.0,68.0,50.0,26.0,35.5,3494.9,3453.9,3482.1,3594.5,3453.4,3594.5,3410.4,3536.1,3444.5,28.5,0.0,12.5,100.0,8.3,100.0,0.0,4.1,2.0,4400,0
2023-11-14_22:21:02,77.0,78.0,78.0,53.0,74.0,53.0,26.0,35.5,3350.8,3562.1,3432.3,3562.1,3495.0,2800.0,3479.8,3572.8,2800.0,25.4,80.4,0.0,100.0,1.8,20.0,0.9,0.0,0.9,4400,0
2023-11-14_22:21:04,78.0,79.0,79.0,53.0,75.0,53.0,26.0,36.0,3324.4,3557.7,3412.3,3557.7,3485.6,2800.0,3400.2,2800.0,3480.7,25.5,85.9,0.5,100.0,1.9,14.6,0.0,0.5,0.0,4500,0
2023-11-14_22:21:06,79.0,80.0,80.0,53.0,75.0,54.0,26.0,36.0,3412.8,3547.9,3454.1,3547.9,3494.6,2800.0,3429.7,3516.5,3462.7,25.6,100.0,0.5,100.0,1.0,0.0,1.0,1.0,0.5,4600,0
2023-11-14_22:21:08,79.0,80.0,80.0,54.0,76.0,54.0,26.0,36.0,3326.5,3515.2,3462.5,3547.5,3452.0,3547.5,3487.3,2800.0,2800.0,25.6,63.4,0.5,100.0,1.5,36.8,0.5,1.5,0.5,4700,0
2023-11-14_22:21:10,80.0,81.0,81.0,55.0,78.0,54.0,26.0,36.0,3448.2,3565.4,3481.5,3587.3,3486.2,3587.3,3491.0,3586.7,2800.0,25.4,0.5,0.5,100.0,1.0,100.0,1.0,0.0,0.0,4800,0
2023-11-14_22:21:12,80.0,81.0,81.0,55.0,77.0,56.0,31.0,36.0,3323.9,3572.0,3400.7,3572.0,3494.9,2800.0,3470.6,2800.0,3481.1,25.5,16.9,0.0,78.1,0.5,85.1,0.5,22.0,1.0,4900,0
2023-11-14_22:21:14,80.0,81.0,81.0,55.0,78.0,56.0,32.0,35.5,3392.9,3563.4,3403.9,3563.4,3488.1,3436.9,3403.5,2800.0,3483.5,25.7,100.0,1.0,100.0,1.4,0.5,1.0,0.0,0.5,5000,0
2023-11-14_22:21:16,81.0,82.0,82.0,56.0,78.0,56.0,26.0,36.0,3429.3,3568.5,3501.8,3568.5,3494.3,3538.2,2800.0,3542.0,3421.3,25.5,87.3,1.0,100.0,1.5,12.3,0.5,0.5,0.0,5100,0
2023-11-14_22:21:18,82.0,82.0,82.0,56.0,79.0,56.0,26.0,35.5,3399.4,3493.8,3458.0,3554.8,3460.3,3554.8,3399.6,2800.0,3473.4,25.5,63.4,0.5,100.0,1.5,37.3,0.0,0.5,0.5,5200,0
Time taken: 69.64372181892395 seconds
2023-11-14_22:23:00,46.0,72.0,72.0,48.0,69.0,49.0,26.0,35.5,3482.0,3476.4,3449.5,3577.3,3422.1,3577.3,3461.9,3429.1,3462.3,27.8,1.8,8.9,100.0,1.8,100.0,10.7,0.0,0.0,5400,0
2023-11-14_22:23:02,75.0,77.0,77.0,51.0,73.0,52.0,26.0,35.5,3321.6,3501.6,3459.8,2800.0,3400.6,3590.1,3430.1,3590.1,2800.0,25.6,0.0,0.4,73.6,0.9,100.0,1.8,26.8,0.4,5400,0
2023-11-14_22:23:04,76.0,77.0,77.0,52.0,73.0,52.0,26.0,35.5,3361.1,3598.2,3464.5,3598.2,2800.0,3600.1,2800.0,3599.9,3428.0,25.4,48.8,0.0,79.8,0.0,51.5,1.5,20.5,0.0,5300,0
2023-11-14_22:23:06,77.0,78.0,78.0,52.0,74.0,53.0,26.0,35.5,3431.4,3526.2,3460.8,3589.9,3464.9,3589.9,3500.3,3519.2,2800.0,25.4,61.8,0.5,100.0,0.0,38.7,1.0,0.5,1.0,5300,0
2023-11-14_22:23:08,78.0,78.0,78.0,52.0,75.0,53.0,26.0,35.5,3255.2,3503.5,3473.8,3595.7,2800.0,3595.7,2800.0,2800.0,3473.0,25.7,0.0,1.0,100.0,1.0,100.0,1.0,1.0,1.5,5200,0
2023-11-14_22:23:10,78.0,79.0,79.0,53.0,75.0,54.0,26.0,35.5,3261.1,2800.0,3500.5,3598.0,3401.1,3598.0,2800.0,3591.0,2800.0,25.5,1.0,1.0,100.0,1.5,100.0,0.0,0.0,0.5,5200,0
2023-11-14_22:23:12,79.0,79.0,79.0,53.0,75.0,54.0,26.0,35.5,3326.2,3561.3,3462.2,3561.3,3494.3,2800.0,3438.8,2800.0,3491.8,25.5,6.0,0.5,100.0,1.4,94.4,0.5,0.5,0.5,5300,0
2023-11-14_22:23:14,79.0,79.0,79.0,54.0,76.0,55.0,26.0,35.5,3466.9,3489.0,3401.0,3530.5,3489.2,3530.4,3400.9,3447.6,3446.9,25.5,97.5,0.0,98.0,2.0,2.5,0.0,2.0,0.5,5300,0
2023-11-14_22:23:16,79.0,80.0,80.0,54.0,77.0,55.0,26.0,35.5,3329.5,3563.0,3478.6,3563.0,3411.2,2800.0,2800.0,3574.9,3445.8,25.5,55.1,1.0,100.0,1.0,44.9,0.5,0.5,1.0,5300,0
2023-11-14_22:23:18,80.0,79.0,79.0,56.0,77.0,55.0,26.0,35.5,3395.3,3530.3,3491.5,3530.2,3399.1,2800.0,3470.5,3508.8,3431.9,25.4,100.0,1.5,97.0,1.0,0.5,0.0,3.5,0.0,5500,0
Time taken: 72.46597576141357 seconds
