Time,"Temp:Acpitz,0","Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Iwlwifi_1,0","Temp:Pch_Skylake,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Fan:cpu_fan,Fan:gpu_fan
Time taken: 44.03236675262451 seconds
2023-11-14_22:26:45,52.0,71.0,68.0,69.0,71.0,65.0,29.0,35.5,3400.0,3400.0,3400.1,3400.0,3400.1,3400.0,3400.0,3400.0,3400.0,56.0,86.2,3.7,77.8,33.3,21.4,100.0,25.9,100.0,5500,0
2023-11-14_22:26:47,81.0,82.0,82.0,76.0,79.0,70.0,26.0,36.0,3324.9,3400.0,3400.0,3400.0,3399.8,3399.7,2800.0,3399.8,3400.0,50.6,59.6,34.7,100.0,1.8,42.9,66.2,0.4,100.0,5500,0
2023-11-14_22:26:49,82.0,83.0,83.0,76.0,79.0,71.0,26.0,36.0,3400.1,3400.4,3399.8,3400.0,3400.1,3400.0,3400.0,3400.1,3400.0,50.6,37.9,14.7,100.0,1.0,63.7,85.9,1.0,100.0,5500,0
2023-11-14_22:26:51,83.0,84.0,84.0,77.0,80.0,72.0,26.0,36.0,3400.1,3400.6,3400.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,50.6,1.5,0.0,100.0,2.4,100.0,100.0,0.5,98.5,5500,0
2023-11-14_22:26:53,84.0,84.0,84.0,78.0,81.0,73.0,26.0,36.0,3400.1,3400.0,3400.4,3400.0,3400.0,3400.0,3400.0,3400.6,3400.0,50.6,67.0,0.5,100.0,40.3,35.3,100.0,0.5,60.2,5600,0
2023-11-14_22:26:55,84.0,85.0,85.0,78.0,81.0,73.0,26.0,36.0,3400.0,3400.0,3400.0,3400.0,3399.3,3400.0,3400.0,3400.4,3400.0,50.5,77.9,1.8,100.0,0.0,23.9,98.6,0.9,100.0,5700,0
2023-11-14_22:26:57,85.0,87.0,87.0,80.0,82.0,74.0,26.0,35.5,3400.2,3400.0,3400.1,3400.0,3400.0,3400.0,3400.0,3400.8,3400.8,50.7,2.5,71.8,61.7,51.2,100.0,28.6,39.2,50.0,5700,0
2023-11-14_22:27:00,86.0,87.0,87.0,80.0,83.0,75.0,26.0,35.5,3249.8,3399.4,3400.0,3400.0,3400.0,3400.0,2800.0,3400.4,3399.9,50.6,13.5,5.6,100.0,100.0,88.4,94.9,0.9,0.9,5800,0
2023-11-14_22:27:02,87.0,88.0,88.0,81.0,84.0,76.0,26.0,36.0,3399.8,3399.2,3400.0,3400.0,3400.0,3400.0,3400.0,3399.9,3400.4,50.5,58.0,15.2,94.1,100.0,44.6,85.3,6.4,0.5,5800,0
Time taken: 40.45720195770264 seconds
2023-11-14_22:30:12,42.0,65.0,65.0,54.0,61.0,55.0,27.0,36.0,3400.1,3400.1,3400.0,3400.7,3400.0,3400.0,3400.0,3400.0,3399.7,57.0,0.0,18.8,76.5,100.0,100.0,53.3,100.0,0.0,2700,0
2023-11-14_22:30:14,71.0,73.0,73.0,65.0,69.0,61.0,28.0,36.5,3324.9,3400.0,3400.0,3400.0,3400.0,2800.0,3400.0,3399.6,3399.7,50.8,9.4,59.1,7.9,100.0,91.2,44.1,93.6,0.5,2800,0
2023-11-14_22:30:16,73.0,74.0,74.0,67.0,70.0,62.0,33.0,36.5,3399.9,3399.5,3400.0,3400.0,3400.0,3400.0,3400.0,3399.9,3399.8,50.7,30.7,9.0,100.0,100.0,69.7,93.5,1.0,1.0,3200,0
2023-11-14_22:30:18,75.0,76.0,76.0,67.0,69.0,64.0,33.0,36.5,3399.7,3399.9,3400.0,3400.0,3400.0,3400.0,3400.0,3398.0,3400.0,51.0,62.9,11.8,100.0,43.3,38.5,92.0,2.0,58.3,3500,0
2023-11-14_22:30:20,76.0,76.0,76.0,69.0,73.0,65.0,35.0,36.5,3400.0,3400.1,3400.0,3400.0,3399.8,3400.0,3400.0,3399.8,3400.0,50.6,56.0,2.5,55.7,69.3,44.6,100.0,44.8,31.5,3700,0
2023-11-14_22:30:22,77.0,78.0,78.0,70.0,75.0,66.0,34.0,36.5,3325.0,3400.0,3400.0,3400.0,3400.0,3399.9,3400.0,3400.2,2800.0,50.7,37.8,3.0,100.0,83.6,62.9,100.0,0.5,17.0,3800,0
2023-11-14_22:30:24,78.0,79.0,79.0,71.0,75.0,68.0,35.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.2,3400.0,3400.0,3400.0,50.5,100.0,83.1,100.0,43.3,0.5,19.4,0.5,57.9,3900,0
2023-11-14_22:30:27,78.0,80.0,80.0,72.0,76.0,69.0,35.0,36.5,3324.9,3400.0,3400.0,3400.0,3400.0,3400.3,3400.0,2800.0,3400.0,50.6,100.0,49.5,100.0,100.0,0.5,53.0,0.5,0.5,4200,0
2023-11-14_22:30:29,80.0,81.0,81.0,75.0,78.0,69.0,37.0,36.5,3325.0,3399.6,3400.0,3400.0,3400.0,3400.0,3400.0,3400.7,2800.0,50.5,4.8,86.0,98.5,100.0,96.1,15.6,1.5,0.5,4500,0
2023-11-14_22:30:31,80.0,81.0,81.0,75.0,79.0,70.0,28.0,36.5,3325.0,3399.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.5,2800.0,50.6,1.5,39.4,100.0,100.0,100.0,61.7,0.0,1.0,4600,0
Time taken: 40.011003255844116 seconds
2023-11-14_22:31:38,48.0,74.0,74.0,68.0,69.0,62.0,27.0,36.5,3399.9,3400.7,3399.4,3400.0,3399.9,3400.0,3400.0,3398.9,3400.0,53.1,22.7,3.0,77.6,7.5,100.0,100.0,11.9,100.0,4300,0
2023-11-14_22:31:40,77.0,78.0,78.0,72.0,75.0,68.0,27.0,36.5,3399.8,3400.4,3399.6,3398.2,3400.1,3400.0,3400.0,3400.0,3400.0,50.8,23.9,0.9,85.8,3.1,77.3,100.0,15.1,100.0,4300,0
2023-11-14_22:31:43,78.0,80.0,80.0,73.0,76.0,68.0,27.0,36.5,3400.1,3400.3,3400.2,3400.0,3400.0,3400.0,3400.0,3400.2,3400.0,50.5,6.5,54.0,75.3,2.3,94.0,46.5,25.0,100.0,4400,0
2023-11-14_22:31:45,79.0,81.0,81.0,75.0,77.0,69.0,27.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3399.5,3400.1,3400.2,3400.0,50.5,58.8,86.8,60.5,2.0,42.2,14.1,40.4,100.0,4500,0
2023-11-14_22:31:47,81.0,81.0,81.0,76.0,79.0,71.0,27.0,36.5,3399.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3399.4,3399.9,50.7,23.0,100.0,42.2,94.6,77.1,1.5,58.5,7.8,4700,0
2023-11-14_22:31:49,81.0,82.0,82.0,76.0,79.0,71.0,27.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3399.9,3400.0,50.6,63.4,99.0,76.6,100.0,38.9,2.4,23.8,0.5,4800,0
2023-11-14_22:31:51,82.0,83.0,83.0,78.0,80.0,72.0,27.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3399.8,3399.9,3399.9,50.7,85.9,39.3,100.0,100.0,16.6,61.3,1.5,1.0,4900,0
2023-11-14_22:31:53,83.0,84.0,84.0,77.0,81.0,72.0,27.0,36.5,3399.9,3400.0,3400.2,3400.0,3400.0,3400.0,3400.0,3399.9,3400.6,50.6,100.0,50.2,81.4,55.6,2.8,50.5,19.2,44.9,5000,0
2023-11-14_22:31:55,84.0,85.0,85.0,78.0,82.0,74.0,27.0,36.5,3325.0,3400.0,3399.4,3400.1,3400.0,3400.0,3400.0,3400.0,3400.0,50.5,94.6,1.5,75.5,94.1,7.8,100.0,24.6,6.8,5100,0
2023-11-14_22:31:57,85.0,86.0,86.0,78.0,82.0,75.0,27.0,36.5,3400.0,3400.0,3399.7,3400.0,3400.1,3400.0,3400.0,3399.9,3400.0,50.6,20.6,1.0,57.1,1.5,81.4,100.0,43.6,100.0,5200,0
Time taken: 40.24130916595459 seconds
2023-11-14_22:32:49,52.0,76.0,76.0,68.0,72.0,64.0,27.0,36.0,3399.9,3399.8,3400.0,3400.0,3399.9,3400.0,3400.0,3399.4,3400.0,54.5,34.5,67.9,100.0,0.0,100.0,36.7,3.3,100.0,5500,0
2023-11-14_22:32:51,80.0,81.0,81.0,74.0,78.0,69.0,27.0,36.0,3399.5,3399.0,3400.0,3400.0,3399.3,3400.0,3397.8,3399.7,3400.0,50.7,0.5,100.0,100.0,0.5,100.0,1.9,0.9,100.0,5500,0
2023-11-14_22:32:54,81.0,81.0,81.0,75.0,79.0,70.0,27.0,36.0,3325.0,3400.0,3400.0,3400.0,3400.0,3399.7,2800.0,3400.1,3399.9,50.5,45.3,86.0,100.0,82.2,54.9,14.4,2.8,19.0,5500,0
2023-11-14_22:32:56,82.0,83.0,83.0,76.0,79.0,71.0,28.0,36.0,3325.0,3400.0,3400.0,2800.0,3400.0,3400.0,3400.0,3400.0,3399.9,50.6,72.2,87.7,58.0,100.0,28.9,8.8,48.3,0.5,5600,0
2023-11-14_22:32:58,82.0,83.0,83.0,77.0,80.0,72.0,27.0,36.0,3399.9,3399.8,3400.0,3400.0,3399.8,3400.0,3400.0,3399.9,3400.0,50.5,0.0,100.0,77.6,23.8,100.0,2.9,22.5,76.6,5600,0
2023-11-14_22:33:00,83.0,83.0,83.0,77.0,80.0,73.0,27.0,36.0,3325.1,3400.0,3400.2,3400.0,3400.3,3398.1,3400.0,3400.0,3400.0,50.5,55.3,56.9,100.0,0.5,44.9,44.8,0.9,100.0,5700,0
2023-11-14_22:33:02,84.0,85.0,85.0,79.0,82.0,74.0,27.0,36.0,3324.8,3400.0,3399.9,3400.0,3400.0,3400.6,3400.0,3400.0,2800.0,50.6,100.0,1.0,47.8,43.1,0.5,100.0,54.9,57.4,5700,0
2023-11-14_22:33:04,85.0,85.0,85.0,78.0,82.0,75.0,27.0,36.5,3399.7,3399.6,3400.0,3400.0,3400.0,3400.0,3400.0,3397.8,3400.0,50.5,14.2,86.8,100.0,57.8,86.8,14.1,2.4,42.2,5700,0
2023-11-14_22:33:06,86.0,87.0,87.0,79.0,84.0,76.0,27.0,36.5,3399.9,3400.0,3400.0,3400.1,3400.0,3400.2,3400.0,3400.0,3400.3,50.7,15.1,92.7,83.9,54.9,85.4,10.2,17.0,45.9,5800,0
Time taken: 41.39532709121704 seconds
2023-11-14_22:34:03,52.0,73.0,73.0,64.0,71.0,63.0,26.0,36.0,3400.0,3399.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,56.0,4.2,87.0,100.0,77.3,100.0,17.4,0.0,62.5,5800,0
2023-11-14_22:34:05,80.0,81.0,81.0,75.0,78.0,70.0,27.0,36.5,3399.9,3400.2,3400.0,3400.0,3399.5,3400.0,3400.0,3399.4,3400.0,50.7,0.0,20.7,100.0,66.2,100.0,81.4,0.9,34.4,5700,0
2023-11-14_22:34:07,81.0,83.0,83.0,76.0,79.0,71.0,27.0,36.0,3400.0,3399.6,3400.0,3400.0,3400.0,3400.0,3400.0,3399.9,3400.1,50.5,57.6,64.2,52.5,34.5,43.3,37.5,48.0,65.7,5700,0
2023-11-14_22:34:09,83.0,84.0,84.0,77.0,80.0,72.0,26.0,36.0,3325.1,3400.0,3400.0,3400.0,3401.2,3400.0,3400.0,3400.8,3400.0,50.6,34.0,100.0,77.4,94.2,66.3,2.9,23.8,7.6,5700,0
2023-11-14_22:34:11,84.0,84.0,84.0,77.0,81.0,73.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3399.7,3400.0,51.1,39.8,35.3,86.6,3.3,65.0,67.1,13.1,97.2,5700,0
2023-11-14_22:34:13,84.0,85.0,85.0,79.0,81.0,74.0,26.0,36.5,3325.0,2800.0,3400.3,3400.0,3400.0,3400.0,3400.0,3400.5,3399.4,50.5,87.7,18.5,100.0,31.9,13.2,83.8,1.0,68.8,5600,0
2023-11-14_22:34:16,85.0,87.0,87.0,80.0,83.0,74.0,29.0,36.5,3324.9,3400.0,3400.1,3400.0,3400.0,3400.0,3400.0,2800.0,3399.5,50.7,38.3,3.4,100.0,100.0,62.7,100.0,0.5,0.5,5700,0
2023-11-14_22:34:18,86.0,87.0,87.0,80.0,83.0,75.0,26.0,36.5,3400.3,3400.0,3400.0,3400.0,3400.0,3400.4,3397.4,3400.8,3403.3,50.5,59.8,36.8,87.7,100.0,41.0,65.7,12.7,0.5,5800,0
2023-11-14_22:34:20,87.0,88.0,88.0,81.0,84.0,76.0,26.0,36.0,3324.9,3400.0,3399.9,3400.0,3399.0,3400.0,3400.0,2800.0,3400.0,50.6,1.0,21.0,100.0,16.0,100.0,81.4,0.5,84.9,5800,0
Time taken: 40.33535051345825 seconds
2023-11-14_22:35:21,52.0,77.0,77.0,70.0,74.0,66.0,26.0,36.0,3400.0,3400.0,3400.0,3400.0,3399.9,3400.0,3400.2,3400.1,3400.0,52.8,96.8,100.0,100.0,14.3,8.1,0.0,1.6,100.0,5700,0
2023-11-14_22:35:23,80.0,82.0,82.0,75.0,79.0,69.0,27.0,36.0,3400.0,3400.0,3400.5,3400.0,3400.0,3400.0,3400.0,3400.1,3399.8,50.6,66.2,47.8,100.0,63.6,36.4,53.3,0.4,37.5,5700,0
2023-11-14_22:35:25,81.0,82.0,82.0,76.0,79.0,70.0,26.0,36.5,3325.0,3400.0,3400.0,3400.0,3400.0,3400.0,2800.0,3400.1,3399.7,50.4,22.8,11.0,100.0,100.0,79.5,89.1,0.5,1.0,5800,0
2023-11-14_22:35:27,82.0,83.0,83.0,76.0,80.0,71.0,26.0,36.5,3325.5,3400.0,3402.2,3401.8,3399.7,2800.0,3400.0,3400.0,3400.0,50.7,81.2,82.1,82.1,16.4,21.1,19.5,18.7,83.9,5700,0
2023-11-14_22:35:29,84.0,84.0,84.0,78.0,81.0,73.0,26.0,36.0,3325.0,3400.0,2800.0,3400.0,3400.4,3400.0,3400.0,3399.8,3400.0,50.6,3.5,1.0,92.6,0.5,98.5,100.0,8.0,100.0,5700,0
2023-11-14_22:35:31,85.0,85.0,85.0,78.0,82.0,74.0,26.0,36.5,3400.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.6,3400.0,50.5,15.6,0.9,100.0,94.5,86.3,100.0,0.5,6.0,5600,0
2023-11-14_22:35:34,86.0,87.0,87.0,80.0,84.0,74.0,26.0,36.5,3400.1,3400.0,3399.9,3400.0,3400.0,3400.0,3400.0,3400.5,3400.2,50.7,48.0,1.0,88.8,100.0,54.4,100.0,11.7,0.5,5700,0
2023-11-14_22:35:36,86.0,87.0,87.0,80.0,84.0,75.0,26.0,36.5,3400.0,3400.0,3400.2,3400.0,3400.0,3400.0,3400.0,3400.2,3399.8,50.6,40.3,1.9,100.0,100.0,62.0,100.0,1.0,0.5,5800,0
2023-11-14_22:35:38,87.0,88.0,88.0,81.0,84.0,76.0,26.0,36.5,3400.2,3400.0,3400.7,3400.0,3400.0,3400.0,3400.0,3400.9,3399.9,50.5,99.0,52.2,100.0,100.0,3.4,48.5,0.5,0.0,5900,0
Time taken: 39.78983664512634 seconds run7
2023-11-14_22:36:32,60.0,79.0,79.0,71.0,75.0,68.0,26.0,36.5,3462.2,3495.0,3495.1,3495.1,3400.3,3495.1,3421.0,3495.1,3400.8,53.5,34.0,47.1,100.0,22.0,70.0,56.0,8.0,95.9,5800,0
2023-11-14_22:36:34,81.0,82.0,82.0,75.0,79.0,70.0,26.0,36.5,3250.0,3400.0,3400.0,3400.0,3400.0,3399.6,2800.0,2800.0,3400.2,50.7,27.6,80.5,54.5,95.9,75.2,20.8,50.2,0.5,5800,0
2023-11-14_22:36:36,82.0,83.0,83.0,77.0,79.0,71.0,27.0,36.0,3325.1,3400.0,3400.0,3400.0,3400.3,3400.5,3400.3,3400.0,3400.0,50.5,92.2,30.2,74.1,52.2,9.8,70.2,26.0,49.0,5700,0
2023-11-14_22:36:38,83.0,84.0,84.0,77.0,81.0,72.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3399.8,3399.5,3399.6,3401.1,3400.0,50.5,82.8,100.0,36.8,0.0,19.1,0.5,64.1,100.0,5700,0
2023-11-14_22:36:40,84.0,85.0,85.0,77.0,81.0,73.0,26.0,36.5,3400.1,3400.7,3400.0,3400.0,3400.1,3400.0,3400.1,3400.0,3400.0,50.5,36.1,100.0,55.9,0.5,65.7,0.5,44.6,100.0,5700,0
2023-11-14_22:36:43,85.0,86.0,86.0,78.0,82.0,73.0,26.0,36.5,3399.9,3400.0,3399.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.1,50.4,27.1,40.3,61.4,37.9,74.9,60.3,39.5,62.3,5700,0
2023-11-14_22:36:45,85.0,87.0,87.0,80.0,83.0,74.0,26.0,36.5,3400.3,3400.0,3402.1,3400.0,3400.0,3400.0,3400.0,3399.5,3400.6,50.6,90.2,1.0,100.0,100.0,11.8,100.0,1.0,0.5,5800,0
2023-11-14_22:36:47,86.0,87.0,87.0,80.0,84.0,76.0,27.0,36.5,3400.1,3400.0,3400.0,3399.4,3401.6,3400.1,3400.0,3400.0,3400.0,50.6,100.0,44.9,82.6,36.8,2.0,56.3,18.5,63.7,5800,0
2023-11-14_22:36:49,87.0,87.0,87.0,81.0,84.0,76.0,26.0,36.5,3399.9,3400.0,3400.0,3399.2,3400.0,3400.0,3400.0,3400.0,3400.3,50.5,66.3,100.0,16.1,48.0,34.1,2.5,84.3,52.2,5900,0
Time taken: 42.77282238006592 seconds run8
2023-11-14_22:37:30,76.0,82.0,82.0,77.0,79.0,71.0,26.0,36.5,3399.9,3399.8,3400.0,3400.0,3399.8,3400.0,3400.0,3400.0,3400.0,53.1,1.8,55.4,44.6,3.5,100.0,87.5,33.9,100.0,5900,0
2023-11-14_22:37:33,86.0,87.0,87.0,80.0,84.0,75.0,26.0,36.5,3400.0,3399.9,3400.3,3400.3,3400.0,3400.0,3400.0,3400.0,3400.3,50.7,0.5,15.8,0.9,28.5,100.0,86.6,100.0,72.2,5900,0
2023-11-14_22:37:35,87.0,88.0,88.0,81.0,85.0,76.0,26.0,36.5,3400.1,3400.0,3399.6,3400.0,3400.0,3400.5,3400.0,3399.7,3401.9,50.5,75.5,5.4,80.4,87.7,25.7,97.1,20.1,12.7,5900,0
2023-11-14_22:37:37,88.0,89.0,89.0,82.0,85.0,77.0,27.0,36.5,3325.3,3400.0,3400.0,3400.0,3400.7,3400.0,3400.0,2800.0,3400.0,50.6,70.2,39.2,100.0,16.7,29.9,62.9,0.5,84.9,5900,0
2023-11-14_22:37:39,88.0,89.0,89.0,82.0,86.0,77.0,26.0,36.5,3399.8,3399.9,3399.4,3400.0,3400.0,3400.0,3400.0,3400.1,3399.7,50.5,78.4,27.3,100.0,63.1,22.8,75.0,0.5,37.9,5900,0
2023-11-14_22:37:41,89.0,89.0,89.0,83.0,86.0,78.0,26.0,36.5,3325.0,3400.0,3400.0,3400.0,3400.1,2800.0,3400.0,3400.0,3400.0,50.5,3.0,26.5,100.0,0.5,98.5,75.1,0.5,100.0,5900,0
2023-11-14_22:37:43,89.0,90.0,90.0,84.0,88.0,79.0,26.0,36.5,3325.1,3400.0,3400.1,3400.0,2800.0,3399.8,3400.0,3400.6,3400.0,50.6,99.1,30.6,100.0,37.2,1.8,72.1,0.5,63.3,5900,0
2023-11-14_22:37:45,90.0,91.0,91.0,85.0,87.0,79.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.2,3400.0,50.6,2.0,2.4,63.7,0.5,98.5,100.0,36.8,100.0,5900,0
2023-11-14_22:37:47,91.0,92.0,92.0,84.0,88.0,79.0,26.0,36.5,3400.0,3400.1,3400.0,3399.9,3399.9,3400.0,3400.0,3400.0,3400.0,50.7,1.0,2.0,98.0,1.5,100.0,100.0,3.0,100.0,5900,0
Time taken: 39.75890374183655 seconds run9
2023-11-14_22:38:24,60.0,85.0,84.0,77.0,81.0,73.0,26.0,36.5,3325.0,3399.7,3400.0,3400.0,3400.0,3400.0,3400.0,2800.0,3400.0,53.0,17.5,96.5,100.0,14.0,100.0,8.8,1.7,89.3,5900,0
2023-11-14_22:38:26,88.0,89.0,89.0,82.0,85.0,77.0,26.0,36.5,3400.0,3399.9,3399.9,3400.0,3400.1,3400.0,3400.0,3399.9,3400.0,50.7,36.6,13.2,100.0,3.9,64.2,89.2,0.0,96.6,5900,0
2023-11-14_22:38:28,89.0,89.0,89.0,83.0,86.0,78.0,26.0,36.5,3400.0,3400.0,3400.0,3400.1,3400.1,3400.0,3400.0,3400.0,3400.0,50.6,40.9,93.2,5.4,0.5,60.2,9.2,95.1,100.0,5900,0
2023-11-14_22:38:30,90.0,90.0,90.0,84.0,87.0,78.0,26.0,36.5,3399.9,3400.0,3400.0,3400.0,3400.0,3400.0,3399.9,3399.4,3399.7,50.6,89.3,100.0,48.5,25.0,11.7,3.4,52.2,75.6,5900,0
2023-11-14_22:38:32,90.0,91.0,91.0,84.0,88.0,79.0,26.0,36.5,3399.9,3400.3,3400.0,3399.2,3400.0,3400.0,3399.9,3400.0,3399.8,50.5,48.8,100.0,51.9,100.0,51.7,2.4,48.5,0.0,5900,0
2023-11-14_22:38:34,91.0,90.0,90.0,85.0,87.0,79.0,26.0,36.0,3400.1,3400.9,3400.0,3400.0,3400.2,3400.0,3400.0,3399.9,3400.0,50.6,8.3,100.0,48.5,47.5,92.2,2.5,52.4,52.7,5900,0
2023-11-14_22:38:36,91.0,92.0,92.0,85.0,89.0,80.0,26.0,36.5,3324.9,3399.4,3400.0,3400.0,3399.9,3400.0,3400.0,2800.0,3400.0,50.6,1.0,74.8,77.6,0.5,100.0,28.2,22.4,100.0,5900,0
2023-11-14_22:38:38,92.0,93.0,93.0,85.0,89.0,81.0,26.0,36.5,3325.0,3400.2,3400.0,2800.0,3400.0,3400.0,3400.0,3400.0,3400.5,50.5,25.7,99.5,88.1,56.0,75.3,2.3,12.4,44.7,5900,0
2023-11-14_22:38:40,92.0,93.0,93.0,85.0,89.0,81.0,26.0,36.5,3400.3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3399.9,50.6,33.5,85.6,93.5,100.0,67.0,16.5,6.5,0.5,5900,0
Time taken: 39.644153118133545 seconds
