Time,"Temp:Acpitz,0","Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Iwlwifi_1,0","Temp:Pch_Skylake,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Fan:cpu_fan,Fan:gpu_fan
2023-11-14_22:41:00,90.0,91.0,91.0,84.0,88.0,79.0,26.0,36.5,3400.0,3399.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.1,3400.1,63.1,51.7,100.0,79.4,73.7,49.3,100.0,23.1,27.9,6000,0
Time taken: 41.90251350402832 seconds run2
2023-11-14_22:41:58,53.0,79.0,79.0,72.0,75.0,68.0,27.0,36.5,3400.1,3399.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3399.9,65.3,14.1,100.0,95.4,100.0,100.0,100.0,7.7,0.0,6000,0
2023-11-14_22:42:00,82.0,83.0,83.0,76.0,79.0,71.0,26.0,36.5,3399.9,3400.0,3400.0,3400.0,3399.7,3399.4,3400.0,3400.0,3400.0,63.2,19.2,100.0,81.3,45.8,81.8,100.0,21.9,55.9,6000,0
2023-11-14_22:42:02,83.0,84.0,84.0,77.0,80.0,72.0,26.0,36.5,3399.9,3400.0,3400.0,3400.0,3400.0,3399.6,3400.0,3400.0,3400.0,63.1,69.8,100.0,51.7,21.5,31.0,100.0,50.2,79.7,5900,0
2023-11-14_22:42:04,84.0,85.0,85.0,78.0,81.0,73.0,26.0,36.5,3400.1,3400.3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.6,63.0,98.6,100.0,62.2,100.0,2.4,100.0,40.1,0.5,6000,0
2023-11-14_22:42:06,86.0,86.0,86.0,78.0,82.0,74.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.2,3400.0,3400.0,3400.7,63.0,60.5,100.0,94.0,100.0,40.1,100.0,8.5,0.5,5900,0
2023-11-14_22:42:08,86.0,87.0,87.0,79.0,83.0,75.0,26.0,36.5,3399.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.1,3400.1,63.1,27.5,100.0,94.0,100.0,74.2,100.0,7.8,0.9,6000,0
2023-11-14_22:42:11,87.0,87.0,88.0,81.0,84.0,76.0,27.0,36.5,3400.1,3400.0,3400.0,3400.0,3400.0,3399.6,3400.0,3400.0,3400.0,63.1,35.8,100.0,40.0,100.0,67.2,100.0,61.6,1.0,6000,0
2023-11-14_22:42:13,88.0,89.0,89.0,81.0,84.0,76.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.3,3400.0,3399.8,3400.1,62.9,85.6,100.0,91.2,100.0,15.0,100.0,10.7,0.5,6000,0
2023-11-14_22:42:15,88.0,89.0,89.0,83.0,86.0,78.0,26.0,36.5,3400.0,3400.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.1,3399.6,63.1,59.3,100.0,80.9,100.0,41.7,100.0,22.0,1.9,6000,0
Time taken: 42.23486614227295 seconds run3
2023-11-14_22:43:04,56.0,80.0,80.0,75.0,79.0,69.0,27.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3399.8,3400.0,3400.1,66.9,100.0,100.0,100.0,100.0,100.0,0.0,31.8,0.0,6000,0
2023-11-14_22:43:06,84.0,84.0,84.0,77.0,82.0,73.0,27.0,36.5,3400.3,3400.0,3400.4,3400.0,3402.0,3400.0,3400.0,3400.0,3400.0,63.2,100.0,84.1,100.0,5.6,100.0,16.9,3.4,95.2,6000,0
2023-11-14_22:43:08,84.0,85.0,85.0,78.0,83.0,74.0,27.0,36.5,3400.1,3400.0,3400.3,3400.0,3400.2,3400.0,3400.0,3400.0,3400.0,63.0,100.0,52.0,79.5,1.0,100.0,49.0,22.9,100.0,6000,0
2023-11-14_22:43:10,85.0,86.0,86.0,80.0,83.0,75.0,27.0,36.5,3399.9,3400.0,3399.4,3400.0,3400.0,3400.0,3400.0,3400.0,3399.8,63.1,100.0,1.0,100.0,17.5,100.0,100.0,2.0,83.6,6000,0
2023-11-14_22:43:12,86.0,87.0,87.0,81.0,84.0,76.0,27.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3399.6,3400.0,3400.1,63.2,100.0,66.5,61.6,14.9,100.0,35.3,40.8,86.0,6000,0
2023-11-14_22:43:14,87.0,88.0,88.0,81.0,85.0,77.0,28.0,36.5,3325.0,3400.0,3400.4,3400.0,3400.0,3400.0,3400.0,3400.0,3399.8,63.0,100.0,56.4,100.0,100.0,100.0,44.0,2.3,0.9,6000,0
2023-11-14_22:43:16,88.0,89.0,89.0,82.0,85.0,77.0,27.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,63.1,100.0,23.8,67.7,100.0,100.0,77.7,35.0,1.5,6000,0
2023-11-14_22:43:18,88.0,89.0,89.0,83.0,86.0,77.0,27.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,63.1,100.0,0.5,86.3,100.0,100.0,100.0,16.2,1.0,6000,0
2023-11-14_22:43:20,89.0,89.0,89.0,84.0,87.0,78.0,27.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,63.0,100.0,87.6,81.6,100.0,100.0,13.4,20.5,1.0,6000,0
Time taken: 42.05187749862671 seconds run4
2023-11-14_22:44:24,51.0,78.0,78.0,70.0,74.0,66.0,27.0,36.5,3399.9,3400.0,3400.0,3400.0,3399.4,3400.0,3400.0,3399.9,3400.0,66.9,100.0,100.0,100.0,30.2,100.0,0.0,2.3,100.0,6000,0
2023-11-14_22:44:26,80.0,81.0,81.0,73.0,78.0,69.0,26.0,36.5,3400.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.5,3400.0,63.2,100.0,82.8,100.0,48.0,100.0,18.6,1.8,54.5,6000,0
2023-11-14_22:44:29,81.0,82.0,82.0,76.0,79.0,70.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.3,3400.0,3400.0,63.0,100.0,81.7,91.4,58.9,100.0,18.8,9.2,43.3,6000,0
2023-11-14_22:44:31,82.0,83.0,83.0,76.0,81.0,72.0,27.0,36.5,3399.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.2,3400.0,63.0,100.0,65.2,100.0,100.0,100.0,35.8,1.0,2.5,5900,0
2023-11-14_22:44:33,83.0,84.0,84.0,77.0,81.0,73.0,26.0,36.5,3399.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3399.7,3400.0,63.1,100.0,2.9,83.4,100.0,100.0,100.0,16.7,0.5,5800,0
2023-11-14_22:44:35,84.0,85.0,85.0,79.0,82.0,73.0,26.0,36.5,3400.0,3400.0,3400.1,3400.0,3400.1,3400.0,3400.0,3400.1,3400.0,63.0,100.0,1.4,96.7,41.0,100.0,100.0,4.2,60.8,5800,0
2023-11-14_22:44:37,85.0,86.0,86.0,79.0,83.0,74.0,27.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.2,3400.0,3400.0,3399.9,3400.0,63.1,100.0,2.5,39.1,0.5,100.0,100.0,61.2,100.0,5900,0
2023-11-14_22:44:39,86.0,87.0,87.0,80.0,84.0,76.0,27.0,36.5,3400.0,3400.0,3399.9,3399.6,3400.2,3400.0,3400.0,3400.0,3400.0,63.0,100.0,1.9,49.8,1.0,100.0,100.0,51.2,100.0,5900,0
2023-11-14_22:44:41,86.0,87.0,87.0,81.0,85.0,76.0,27.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,63.1,100.0,34.9,22.3,35.0,100.0,67.4,79.0,66.0,6000,0
Time taken: 42.93219208717346 seconds run5
2023-11-14_22:45:25,56.0,82.0,82.0,75.0,79.0,70.0,26.0,36.5,3400.1,3400.1,3400.0,3400.8,3400.0,3400.0,3400.0,3400.0,3400.0,65.8,27.3,100.0,7.0,35.7,100.0,100.0,100.0,55.8,6000,0
2023-11-14_22:45:27,86.0,87.0,87.0,79.0,83.0,75.0,29.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.5,3400.0,3400.0,3399.9,3400.0,63.3,49.8,100.0,95.9,3.2,52.3,100.0,5.4,100.0,6000,0
2023-11-14_22:45:29,87.0,87.0,87.0,79.0,84.0,76.0,26.0,36.5,3400.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.4,3400.0,63.0,56.6,100.0,93.7,1.0,45.4,100.0,7.3,100.0,6000,0
2023-11-14_22:45:31,87.0,88.0,88.0,81.0,85.0,77.0,26.0,36.5,3399.9,3400.0,3400.0,3400.0,3400.0,3400.3,3400.0,3400.2,3400.0,63.2,9.8,100.0,41.2,42.2,91.2,100.0,59.8,61.3,6000,0
2023-11-14_22:45:33,88.0,90.0,89.0,81.0,86.0,77.0,26.0,36.5,3400.0,3399.6,3400.0,3400.0,3399.7,3400.0,3400.0,3400.0,3400.0,63.0,23.3,100.0,71.2,2.0,78.0,100.0,29.1,100.0,6000,0
2023-11-14_22:45:35,89.0,90.0,90.0,82.0,86.0,78.0,27.0,36.5,3400.0,3400.0,3400.0,3399.9,3400.0,3400.1,3400.0,3400.0,3400.0,63.0,83.6,100.0,84.2,27.1,16.8,100.0,18.2,73.5,6000,0
2023-11-14_22:45:37,89.0,90.0,90.0,82.0,87.0,78.0,26.0,36.5,3400.0,3399.7,3400.0,3400.0,3400.0,3400.0,3400.0,3399.9,3400.4,63.1,20.0,100.0,33.5,53.4,81.4,100.0,68.9,47.6,6000,0
2023-11-14_22:45:39,90.0,91.0,91.0,84.0,87.0,79.0,26.0,36.5,3399.7,3399.4,3400.0,3400.0,3398.6,3400.0,3400.0,3400.0,3400.0,63.1,1.5,100.0,85.9,44.0,100.0,100.0,16.2,56.9,6000,0
2023-11-14_22:45:41,90.0,91.0,91.0,84.0,87.0,80.0,26.0,36.5,3399.9,3400.0,3400.0,3400.0,3399.8,3399.6,3400.0,3400.0,3400.0,63.0,85.5,100.0,100.0,15.4,15.8,100.0,2.3,85.1,6000,0
Time taken: 41.95412826538086 seconds run6
2023-11-14_22:46:43,53.0,75.0,75.0,69.0,67.0,65.0,26.0,36.5,3400.0,3399.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.1,3400.1,66.0,52.9,100.0,50.0,100.0,100.0,100.0,24.2,0.0,6000,0
2023-11-14_22:46:45,82.0,83.0,83.0,76.0,79.0,72.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3401.0,3400.0,3399.4,3400.0,63.3,75.4,100.0,94.2,86.6,26.5,100.0,8.9,14.7,6000,0
2023-11-14_22:46:47,83.0,85.0,84.0,77.0,81.0,72.0,26.0,36.5,3400.0,3400.0,3400.0,3399.8,3400.5,3400.0,3400.0,3400.0,3400.0,63.1,9.7,100.0,16.6,42.5,91.7,100.0,86.3,59.0,6000,0
2023-11-14_22:46:49,85.0,86.0,86.0,78.0,82.0,73.0,26.0,36.5,3400.1,3400.1,3400.0,3400.0,3400.4,3400.0,3400.0,3400.0,3400.0,63.0,2.4,100.0,2.0,64.4,98.5,100.0,99.5,36.6,6000,0
2023-11-14_22:46:51,86.0,86.0,87.0,79.0,82.0,75.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3399.9,3399.8,3400.0,3400.0,3400.0,63.0,91.0,100.0,56.7,0.0,10.3,100.0,45.5,100.0,6000,0
2023-11-14_22:46:53,87.0,87.0,87.0,80.0,84.0,75.0,26.0,36.5,3325.0,3400.0,3400.0,3400.0,3400.0,3399.6,3400.0,2800.0,3400.4,63.1,100.0,100.0,100.0,62.0,0.5,100.0,1.9,38.9,6000,0
2023-11-14_22:46:55,87.0,88.0,88.0,81.0,85.0,76.0,26.0,36.5,3400.0,3400.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.2,63.0,88.9,100.0,99.1,86.9,11.3,100.0,3.7,14.0,6000,0
2023-11-14_22:46:57,88.0,89.0,89.0,82.0,86.0,77.0,29.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.4,63.2,1.0,100.0,82.0,89.3,100.0,100.0,21.0,11.3,6000,0
2023-11-14_22:46:59,88.0,89.0,89.0,82.0,87.0,78.0,26.0,36.5,3399.9,3400.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3399.4,63.1,2.9,100.0,86.8,86.8,98.5,100.0,15.6,15.0,6000,0
Time taken: 42.05878925323486 seconds run7
2023-11-14_22:47:59,52.0,73.0,73.0,68.0,67.0,64.0,26.0,36.5,3400.0,3400.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,67.9,28.6,100.0,94.1,91.4,100.0,100.0,14.7,11.8,6000,0
2023-11-14_22:48:01,81.0,82.0,82.0,75.0,79.0,70.0,26.0,36.0,3400.0,3400.0,3400.0,3400.0,3400.0,3399.8,3400.0,3400.0,3400.0,63.1,18.7,100.0,100.0,0.4,81.8,100.0,3.6,100.0,6000,0
2023-11-14_22:48:03,82.0,83.0,83.0,76.0,81.0,71.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.2,3400.0,3400.0,3400.0,3400.0,63.1,62.9,100.0,21.5,1.0,38.5,100.0,81.4,100.0,5900,0
2023-11-14_22:48:05,83.0,84.0,84.0,76.0,81.0,73.0,26.0,36.5,3400.2,3399.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,63.0,15.8,100.0,72.4,50.2,85.1,100.0,29.4,50.2,5900,0
2023-11-14_22:48:08,84.0,85.0,85.0,77.0,82.0,73.0,27.0,36.5,3400.0,3399.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3399.7,63.0,17.6,100.0,100.0,100.0,82.9,100.0,2.5,0.0,5900,0
2023-11-14_22:48:10,86.0,85.0,85.0,78.0,82.0,75.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.1,63.1,1.0,100.0,87.3,33.7,100.0,100.0,15.1,67.5,5800,0
2023-11-14_22:48:12,86.0,87.0,87.0,79.0,84.0,75.0,26.0,36.5,3400.0,3400.3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.1,63.2,1.4,100.0,81.8,52.1,100.0,100.0,21.0,49.1,5900,0
2023-11-14_22:48:14,87.0,88.0,88.0,80.0,85.0,76.0,26.0,36.5,3399.8,3400.4,3400.0,3400.0,3397.9,3400.0,3400.0,3400.0,3400.0,63.0,5.0,100.0,57.8,28.2,95.1,100.0,44.9,72.4,6000,0
2023-11-14_22:48:16,88.0,88.0,88.0,82.0,85.0,77.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.2,3400.0,3400.0,3400.0,63.1,71.6,100.0,78.7,70.1,29.4,100.0,23.5,31.6,6000,0
Time taken: 42.10270404815674 seconds run8
2023-11-14_22:48:59,56.0,83.0,83.0,76.0,79.0,71.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3399.7,3400.0,3400.0,3400.0,3400.0,66.0,21.3,100.0,100.0,62.3,100.0,1.6,100.0,39.3,6000,0
2023-11-14_22:49:01,85.0,87.0,87.0,79.0,82.0,75.0,26.0,36.5,3325.3,3400.1,3400.0,3400.0,3400.0,3400.0,3399.9,3400.0,3400.0,63.3,2.5,100.0,100.0,2.0,100.0,1.5,100.0,100.0,6000,0
2023-11-14_22:49:03,86.0,87.0,87.0,80.0,84.0,75.0,26.0,36.5,3400.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,63.0,52.7,22.2,100.0,56.6,48.5,78.5,100.0,45.9,6000,0
2023-11-14_22:49:05,87.0,88.0,88.0,81.0,84.0,77.0,26.0,36.5,3400.0,3400.1,3400.0,3400.0,3399.8,3400.0,3399.9,3400.0,3400.0,63.1,1.4,100.0,100.0,24.3,100.0,1.4,100.0,77.7,6000,0
2023-11-14_22:49:08,88.0,89.0,89.0,82.0,84.0,77.0,27.0,36.5,3400.1,3400.0,3400.1,3400.0,3400.0,3400.3,3400.0,3400.0,3400.5,63.0,51.0,69.8,100.0,35.3,49.8,31.2,100.0,66.8,6000,0
2023-11-14_22:49:10,89.0,90.0,90.0,83.0,86.0,78.0,26.0,36.5,3400.0,3399.9,3400.0,3400.0,3400.1,3400.0,3400.1,3400.0,3400.0,63.0,68.1,49.5,100.0,17.1,32.4,52.9,100.0,83.9,6000,0
2023-11-14_22:49:12,89.0,90.0,90.0,84.0,87.0,78.0,26.0,36.5,3399.9,3400.0,3400.0,3400.0,3400.0,3400.1,3400.0,3400.0,3399.8,63.1,84.7,83.3,100.0,39.4,15.9,20.0,100.0,61.9,6000,0
2023-11-14_22:49:14,90.0,90.0,90.0,84.0,87.0,79.0,26.0,36.5,3400.2,3399.8,3400.0,3400.0,3401.8,3400.0,3400.0,3400.0,3400.0,63.0,48.5,45.8,100.0,17.4,52.5,56.7,100.0,83.2,6000,0
2023-11-14_22:49:16,90.0,91.0,91.0,84.0,87.0,79.0,26.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.1,63.1,1.4,100.0,100.0,37.0,100.0,2.4,100.0,63.6,6000,0
Time taken: 42.34559679031372 seconds run 9
2023-11-14_23:02:08,40.0,62.0,61.0,57.0,60.0,54.0,27.0,36.5,3400.1,3399.8,3400.0,3400.0,3400.0,3400.0,3400.4,3400.3,3400.0,66.0,1.9,20.8,43.6,100.0,100.0,80.0,81.5,100.0,2800,0
2023-11-14_23:02:10,69.0,70.0,70.0,64.0,68.0,60.0,27.0,36.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.1,3400.0,3400.0,63.2,2.7,100.0,100.0,100.0,100.0,0.4,0.9,100.0,2800,0
2023-11-14_23:02:12,70.0,71.0,71.0,65.0,68.0,60.0,27.0,37.0,3399.6,3400.7,3400.0,3399.0,3400.0,3400.0,3397.3,3400.0,3400.0,63.1,9.8,100.0,31.2,100.0,92.6,1.5,69.6,100.0,2900,0
2023-11-14_23:02:14,72.0,73.0,73.0,67.0,70.0,61.0,27.0,36.5,3399.9,3400.6,3400.0,3399.6,3400.0,3400.0,3399.0,3400.0,3400.0,63.1,12.8,100.0,1.5,100.0,88.8,1.0,100.0,100.0,3100,0
2023-11-14_23:02:16,73.0,74.0,74.0,67.0,71.0,63.0,27.0,37.0,3400.1,3400.5,3400.0,3400.0,3400.0,3400.0,3399.6,3400.8,3400.0,63.0,44.6,70.2,97.6,100.0,58.1,30.7,2.5,100.0,3400,0
2023-11-14_23:02:18,74.0,75.0,75.0,68.0,72.0,64.0,27.0,36.5,3400.1,3400.0,3400.4,3400.0,3400.0,3400.0,3400.0,3400.3,3400.0,63.0,2.5,73.8,84.6,100.0,100.0,26.9,16.0,100.0,3700,0
2023-11-14_23:02:21,75.0,76.0,76.0,69.0,73.0,65.0,27.0,36.5,3400.0,3399.9,3400.0,3400.0,3400.0,3400.0,3400.0,3399.7,3400.0,63.1,3.7,2.3,100.0,100.0,98.6,100.0,0.5,100.0,3900,0
2023-11-14_23:02:23,76.0,77.0,77.0,70.0,74.0,66.0,27.0,36.5,3400.0,3400.0,3399.8,3400.0,3400.0,3400.0,3400.0,3399.9,3400.0,63.0,65.3,1.0,95.5,100.0,36.8,100.0,5.0,100.0,4000,0
2023-11-14_23:02:25,77.0,78.0,78.0,71.0,76.0,68.0,28.0,37.0,3400.1,3400.0,3400.0,3400.0,3400.0,3400.0,3399.5,3399.9,3400.0,63.1,47.5,97.3,100.0,100.0,54.6,4.1,0.5,100.0,4100,0
Time taken: 43.0483033657074 seconds
