
timestamp;tag;duration;nvidia_gpu_0
1689464305.6537015;foo;19397.64018058777;241511446
1689483703.3068476;foo;19680.814106225967;243835383
1689544900.0401752;foo;19435.50289297104;241389788
1689564335.5580282;foo;19682.57667016983;243101010
1689839533.5696874;foo;19818.811337709427;245670975
1689859352.3919957;foo;20160.36036014557;249551995
1689926383.2837026;foo;20029.22116947174;248136178
1689946412.5158427;foo;20385.13960623741;250467133
