Time,"Temp:Acpitz,0","Temp:Acpitz,1","Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Composite,0","Temp:Sensor1,0","Temp:Sensor2,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,"Power:package-0,0","Power:core,0","Power:dram,0"
2023-09-27_05:47:01,27.8,29.8,71.0,37.0,37.0,38.0,41.0,41.0,71.0,34.9,34.9,46.9,4.6,4.8,4.8,3.7,4.8,4.8,4.8,21.8,5.4,5.5,5.4,6.9,6.4,100.0,42.2,36.2,1.2
2023-09-27_05:47:03,27.8,29.8,71.0,38.0,36.0,38.0,41.0,41.0,71.0,34.9,34.9,45.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,19.3,1.5,2.5,3.0,5.4,4.0,100.0,39.4,33.4,1.2
run5 Time taken: 80.33152484893799 seconds
2023-09-27_05:48:31,27.8,29.8,69.0,43.0,39.0,70.0,43.0,40.0,42.0,34.9,34.9,46.9,4.6,4.8,4.8,4.8,4.8,4.8,4.8,26.3,0.0,0.0,100.0,57.1,0.0,0.0,46.8,44.3,1.3
2023-09-27_05:48:33,27.8,29.8,74.0,42.0,39.0,74.0,38.0,42.0,40.0,34.9,34.9,48.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,20.8,2.9,5.4,100.0,1.5,2.5,11.2,38.0,35.8,1.2
2023-09-27_05:48:35,27.8,29.8,76.0,44.0,40.0,76.0,38.0,43.0,41.0,34.9,34.9,45.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,19.9,3.5,4.5,100.0,1.5,2.0,7.5,37.2,35.0,1.2
2023-09-27_05:48:37,27.8,29.8,76.0,43.0,39.0,75.0,38.0,41.0,39.0,34.9,34.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,19.6,2.5,2.5,100.0,3.9,2.5,6.5,36.5,34.2,1.2
2023-09-27_05:48:39,27.8,29.8,74.0,43.0,37.0,74.0,38.0,41.0,39.0,34.9,34.9,46.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,18.1,2.0,2.0,100.0,1.0,1.5,3.0,35.8,33.6,1.2
2023-09-27_05:48:41,27.8,29.8,74.0,42.0,37.0,73.0,38.0,40.0,39.0,34.9,34.9,45.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,18.6,1.5,2.0,100.0,2.5,2.0,2.5,35.9,33.6,1.2
2023-09-27_05:48:43,27.8,29.8,74.0,42.0,37.0,74.0,38.0,41.0,39.0,34.9,34.9,46.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,19.0,3.4,1.5,100.0,2.0,2.5,3.5,36.1,33.9,1.2
